GLOBAL UNIQUE IDENTIFIER	LAST EDITED DATE	TAXONOMIC ORDER	CATEGORY	COMMON NAME	SCIENTIFIC NAME	SUBSPECIES COMMON NAME	SUBSPECIES SCIENTIFIC NAME	OBSERVATION COUNT	BREEDING BIRD ATLAS CODE	BREEDING BIRD ATLAS CATEGORY	AGE/SEX	COUNTRY	COUNTRY CODE	STATE	STATE CODE	COUNTY	COUNTY CODE	IBA CODE	BCR CODE	USFWS CODE	ATLAS BLOCK	LOCALITY	LOCALITY ID	LOCALITY TYPE	LATITUDE	LONGITUDE	OBSERVATION DATE	TIME OBSERVATIONS STARTED	OBSERVER ID	SAMPLING EVENT IDENTIFIER	PROTOCOL TYPE	PROTOCOL CODE	PROJECT CODE	DURATION MINUTES	EFFORT DISTANCE KM	EFFORT AREA HA	NUMBER OBSERVERS	ALL SPECIES REPORTED	GROUP IDENTIFIER	HAS MEDIA	APPROVED	REVIEWED	REASON	TRIP COMMENTS	SPECIES COMMENTS	
URN:CornellLabOfOrnithology:EBIRD:OBS99644264	2016-08-11 08:59:06	23558	species	White-spectacled Bulbul	Pycnonotus xanthopygos			X				Turkey	TR	Adana	TR-01							Incirlik AFB	L1006543	P	36.9976515	35.4316163	1985-02-22		obsr20528	S6978087	Incidental	P20	EBIRD				1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS99644346	2016-08-11 08:59:06	23558	species	White-spectacled Bulbul	Pycnonotus xanthopygos			X				Turkey	TR	Adana	TR-01							Incirlik AFB	L1006543	P	36.9976515	35.4316163	1985-02-24		obsr20528	S6978096	Incidental	P20	EBIRD				1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS99818954	2011-02-09 13:06:12	23558	species	White-spectacled Bulbul	Pycnonotus xanthopygos			X				Turkey	TR	Adana	TR-01							Incirlik AFB	L1006543	P	36.9976515	35.4316163	1985-02-27		obsr20528	S6990260	Incidental	P20	EBIRD				1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS99818829	2016-08-11 08:59:06	23558	species	White-spectacled Bulbul	Pycnonotus xanthopygos			X				Turkey	TR	Adana	TR-01							Incirlik AFB	L1006543	P	36.9976515	35.4316163	1985-02-25		obsr20528	S6990248	Incidental	P20	EBIRD				1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS99820407	2016-08-11 08:59:06	28467	species	Black Redstart	Phoenicurus ochruros			X				Turkey	TR	Adana	TR-01							Incirlik AFB	L1006543	P	36.9976515	35.4316163	1985-03-06		obsr20528	S6990345	Incidental	P20	EBIRD				1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS99819205	2016-08-11 08:59:06	28467	species	Black Redstart	Phoenicurus ochruros			X				Turkey	TR	Adana	TR-01							Incirlik AFB	L1006543	P	36.9976515	35.4316163	1985-03-03		obsr20528	S6990283	Incidental	P20	EBIRD				1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS99819581	2016-08-11 08:59:06	28467	species	Black Redstart	Phoenicurus ochruros			X				Turkey	TR	Adana	TR-01							Incirlik AFB	L1006543	P	36.9976515	35.4316163	1985-03-05		obsr20528	S6990302	Incidental	P20	EBIRD				1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS99819031	2011-02-09 13:06:12	28467	species	Black Redstart	Phoenicurus ochruros			X				Turkey	TR	Adana	TR-01							Incirlik AFB	L1006543	P	36.9976515	35.4316163	1985-03-02		obsr20528	S6990268	Incidental	P20	EBIRD				1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS99819014	2011-02-09 13:06:12	28467	species	Black Redstart	Phoenicurus ochruros			X				Turkey	TR	Adana	TR-01							Incirlik AFB	L1006543	P	36.9976515	35.4316163	1985-03-01		obsr20528	S6990266	Incidental	P20	EBIRD				1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS99819208	2016-08-11 08:59:06	30732	species	Common Chaffinch	Fringilla coelebs			X				Turkey	TR	Adana	TR-01							Incirlik AFB	L1006543	P	36.9976515	35.4316163	1985-03-03		obsr20528	S6990283	Incidental	P20	EBIRD				1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS99819028	2011-02-09 13:06:12	30732	species	Common Chaffinch	Fringilla coelebs			X				Turkey	TR	Adana	TR-01							Incirlik AFB	L1006543	P	36.9976515	35.4316163	1985-03-02		obsr20528	S6990268	Incidental	P20	EBIRD				1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS99820135	2016-08-11 08:59:06	30732	species	Common Chaffinch	Fringilla coelebs			X				Turkey	TR	Adana	TR-01							Incirlik AFB	L1006543	P	36.9976515	35.4316163	1985-03-06		obsr20528	S6990345	Incidental	P20	EBIRD				1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS99819015	2011-02-09 13:06:12	30732	species	Common Chaffinch	Fringilla coelebs			X				Turkey	TR	Adana	TR-01							Incirlik AFB	L1006543	P	36.9976515	35.4316163	1985-03-01		obsr20528	S6990266	Incidental	P20	EBIRD				1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS99819583	2016-08-11 08:59:06	30732	species	Common Chaffinch	Fringilla coelebs			X				Turkey	TR	Adana	TR-01							Incirlik AFB	L1006543	P	36.9976515	35.4316163	1985-03-05		obsr20528	S6990302	Incidental	P20	EBIRD				1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS99819204	2016-08-11 08:59:06	21828	species	Crested Lark	Galerida cristata			X				Turkey	TR	Adana	TR-01							Incirlik AFB	L1006543	P	36.9976515	35.4316163	1985-03-03		obsr20528	S6990283	Incidental	P20	EBIRD				1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS99819564	2016-08-11 08:59:06	21828	species	Crested Lark	Galerida cristata			X				Turkey	TR	Adana	TR-01							Incirlik AFB	L1006543	P	36.9976515	35.4316163	1985-03-04		obsr20528	S6990299	Incidental	P20	EBIRD				1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS99819580	2016-08-11 08:59:06	21828	species	Crested Lark	Galerida cristata			X				Turkey	TR	Adana	TR-01							Incirlik AFB	L1006543	P	36.9976515	35.4316163	1985-03-05		obsr20528	S6990302	Incidental	P20	EBIRD				1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS99820131	2016-08-11 08:59:06	21828	species	Crested Lark	Galerida cristata			X				Turkey	TR	Adana	TR-01							Incirlik AFB	L1006543	P	36.9976515	35.4316163	1985-03-06		obsr20528	S6990345	Incidental	P20	EBIRD				1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS99820218	2016-08-11 08:59:06	21828	species	Crested Lark	Galerida cristata			X				Turkey	TR	Adana	TR-01							Incirlik AFB	L1006543	P	36.9976515	35.4316163	1985-03-07		obsr20528	S6990356	Incidental	P20	EBIRD				1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS99820145	2016-08-11 08:59:06	1968	species	Eurasian Collared-Dove	Streptopelia decaocto			X				Turkey	TR	Adana	TR-01							Incirlik AFB	L1006543	P	36.9976515	35.4316163	1985-03-06		obsr20528	S6990345	Incidental	P20	EBIRD				1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS99819033	2011-02-09 13:06:12	1968	species	Eurasian Collared-Dove	Streptopelia decaocto			X				Turkey	TR	Adana	TR-01							Incirlik AFB	L1006543	P	36.9976515	35.4316163	1985-03-02		obsr20528	S6990268	Incidental	P20	EBIRD				1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS99820219	2016-08-11 08:59:06	1968	species	Eurasian Collared-Dove	Streptopelia decaocto			X				Turkey	TR	Adana	TR-01							Incirlik AFB	L1006543	P	36.9976515	35.4316163	1985-03-07		obsr20528	S6990356	Incidental	P20	EBIRD				1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS99819217	2016-08-11 08:59:06	1968	species	Eurasian Collared-Dove	Streptopelia decaocto			X				Turkey	TR	Adana	TR-01							Incirlik AFB	L1006543	P	36.9976515	35.4316163	1985-03-03		obsr20528	S6990283	Incidental	P20	EBIRD				1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS99819572	2016-08-11 08:59:06	1968	species	Eurasian Collared-Dove	Streptopelia decaocto			X				Turkey	TR	Adana	TR-01							Incirlik AFB	L1006543	P	36.9976515	35.4316163	1985-03-04		obsr20528	S6990299	Incidental	P20	EBIRD				1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS99820141	2016-08-11 08:59:06	27357	species	Eurasian Blackbird	Turdus merula			X				Turkey	TR	Adana	TR-01							Incirlik AFB	L1006543	P	36.9976515	35.4316163	1985-03-06		obsr20528	S6990345	Incidental	P20	EBIRD				1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS99819213	2016-08-11 08:59:06	27357	species	Eurasian Blackbird	Turdus merula			X				Turkey	TR	Adana	TR-01							Incirlik AFB	L1006543	P	36.9976515	35.4316163	1985-03-03		obsr20528	S6990283	Incidental	P20	EBIRD				1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS99819589	2016-08-11 08:59:06	27357	species	Eurasian Blackbird	Turdus merula			X				Turkey	TR	Adana	TR-01							Incirlik AFB	L1006543	P	36.9976515	35.4316163	1985-03-05		obsr20528	S6990302	Incidental	P20	EBIRD				1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS99820133	2016-08-11 08:59:06	31322	species	European Goldfinch	Carduelis carduelis			X				Turkey	TR	Adana	TR-01							Incirlik AFB	L1006543	P	36.9976515	35.4316163	1985-03-06		obsr20528	S6990345	Incidental	P20	EBIRD				1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS99819566	2016-08-11 08:59:06	31322	species	European Goldfinch	Carduelis carduelis			X				Turkey	TR	Adana	TR-01							Incirlik AFB	L1006543	P	36.9976515	35.4316163	1985-03-04		obsr20528	S6990299	Incidental	P20	EBIRD				1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS99819582	2016-08-11 08:59:06	31322	species	European Goldfinch	Carduelis carduelis			X				Turkey	TR	Adana	TR-01							Incirlik AFB	L1006543	P	36.9976515	35.4316163	1985-03-05		obsr20528	S6990302	Incidental	P20	EBIRD				1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS99820136	2016-08-11 08:59:06	31109	species	European Greenfinch	Chloris chloris			X				Turkey	TR	Adana	TR-01							Incirlik AFB	L1006543	P	36.9976515	35.4316163	1985-03-06		obsr20528	S6990345	Incidental	P20	EBIRD				1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS99819209	2016-08-11 08:59:06	31109	species	European Greenfinch	Chloris chloris			X				Turkey	TR	Adana	TR-01							Incirlik AFB	L1006543	P	36.9976515	35.4316163	1985-03-03		obsr20528	S6990283	Incidental	P20	EBIRD				1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS99819584	2016-08-11 08:59:06	31109	species	European Greenfinch	Chloris chloris			X				Turkey	TR	Adana	TR-01							Incirlik AFB	L1006543	P	36.9976515	35.4316163	1985-03-05		obsr20528	S6990302	Incidental	P20	EBIRD				1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS99819016	2011-02-09 13:06:12	31109	species	European Greenfinch	Chloris chloris			X				Turkey	TR	Adana	TR-01							Incirlik AFB	L1006543	P	36.9976515	35.4316163	1985-03-01		obsr20528	S6990266	Incidental	P20	EBIRD				1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS99820293	2011-02-09 13:06:12	20595	species	Eurasian Jackdaw	Corvus monedula			X				Turkey	TR	Adana	TR-01							Incirlik AFB	L1006543	P	36.9976515	35.4316163	1985-03-08		obsr20528	S6990362	Incidental	P20	EBIRD				1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS99820294	2011-02-09 13:06:12	20549	species	Eurasian Magpie	Pica pica			X				Turkey	TR	Adana	TR-01							Incirlik AFB	L1006543	P	36.9976515	35.4316163	1985-03-08		obsr20528	S6990362	Incidental	P20	EBIRD				1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS99820220	2016-08-11 08:59:06	20549	species	Eurasian Magpie	Pica pica			X				Turkey	TR	Adana	TR-01							Incirlik AFB	L1006543	P	36.9976515	35.4316163	1985-03-07		obsr20528	S6990356	Incidental	P20	EBIRD				1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS99819216	2016-08-11 08:59:06	28122	species	European Robin	Erithacus rubecula			X				Turkey	TR	Adana	TR-01							Incirlik AFB	L1006543	P	36.9976515	35.4316163	1985-03-03		obsr20528	S6990283	Incidental	P20	EBIRD				1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS99820291	2011-02-09 13:06:12	28122	species	European Robin	Erithacus rubecula			X				Turkey	TR	Adana	TR-01							Incirlik AFB	L1006543	P	36.9976515	35.4316163	1985-03-08		obsr20528	S6990362	Incidental	P20	EBIRD				1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS99820144	2016-08-11 08:59:06	28122	species	European Robin	Erithacus rubecula			X				Turkey	TR	Adana	TR-01							Incirlik AFB	L1006543	P	36.9976515	35.4316163	1985-03-06		obsr20528	S6990345	Incidental	P20	EBIRD				1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS99819032	2011-02-09 13:06:12	28122	species	European Robin	Erithacus rubecula			X				Turkey	TR	Adana	TR-01							Incirlik AFB	L1006543	P	36.9976515	35.4316163	1985-03-02		obsr20528	S6990268	Incidental	P20	EBIRD				1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS99819022	2011-02-09 13:06:12	28122	species	European Robin	Erithacus rubecula			X				Turkey	TR	Adana	TR-01							Incirlik AFB	L1006543	P	36.9976515	35.4316163	1985-03-01		obsr20528	S6990266	Incidental	P20	EBIRD				1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS99819591	2016-08-11 08:59:06	28122	species	European Robin	Erithacus rubecula			X				Turkey	TR	Adana	TR-01							Incirlik AFB	L1006543	P	36.9976515	35.4316163	1985-03-05		obsr20528	S6990302	Incidental	P20	EBIRD				1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS99819017	2011-02-09 13:06:12	26739	species	European Starling	Sturnus vulgaris			X				Turkey	TR	Adana	TR-01							Incirlik AFB	L1006543	P	36.9976515	35.4316163	1985-03-01		obsr20528	S6990266	Incidental	P20	EBIRD				1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS99820217	2016-08-11 08:59:06	26739	species	European Starling	Sturnus vulgaris			X				Turkey	TR	Adana	TR-01							Incirlik AFB	L1006543	P	36.9976515	35.4316163	1985-03-07		obsr20528	S6990356	Incidental	P20	EBIRD				1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS99820290	2011-02-09 13:06:12	26739	species	European Starling	Sturnus vulgaris			X				Turkey	TR	Adana	TR-01							Incirlik AFB	L1006543	P	36.9976515	35.4316163	1985-03-08		obsr20528	S6990362	Incidental	P20	EBIRD				1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS99819567	2016-08-11 08:59:06	26739	species	European Starling	Sturnus vulgaris			X				Turkey	TR	Adana	TR-01							Incirlik AFB	L1006543	P	36.9976515	35.4316163	1985-03-04		obsr20528	S6990299	Incidental	P20	EBIRD				1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS99819585	2016-08-11 08:59:06	26739	species	European Starling	Sturnus vulgaris			X				Turkey	TR	Adana	TR-01							Incirlik AFB	L1006543	P	36.9976515	35.4316163	1985-03-05		obsr20528	S6990302	Incidental	P20	EBIRD				1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS99820137	2016-08-11 08:59:06	26739	species	European Starling	Sturnus vulgaris			X				Turkey	TR	Adana	TR-01							Incirlik AFB	L1006543	P	36.9976515	35.4316163	1985-03-06		obsr20528	S6990345	Incidental	P20	EBIRD				1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS99819030	2011-02-09 13:06:12	26739	species	European Starling	Sturnus vulgaris			X				Turkey	TR	Adana	TR-01							Incirlik AFB	L1006543	P	36.9976515	35.4316163	1985-03-02		obsr20528	S6990268	Incidental	P20	EBIRD				1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS99819210	2016-08-11 08:59:06	26739	species	European Starling	Sturnus vulgaris			X				Turkey	TR	Adana	TR-01							Incirlik AFB	L1006543	P	36.9976515	35.4316163	1985-03-03		obsr20528	S6990283	Incidental	P20	EBIRD				1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS99820292	2011-02-09 13:06:12	20659	species	Hooded Crow	Corvus cornix			X				Turkey	TR	Adana	TR-01							Incirlik AFB	L1006543	P	36.9976515	35.4316163	1985-03-08		obsr20528	S6990362	Incidental	P20	EBIRD				1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS99819565	2016-08-11 08:59:06	20659	species	Hooded Crow	Corvus cornix			X				Turkey	TR	Adana	TR-01							Incirlik AFB	L1006543	P	36.9976515	35.4316163	1985-03-04		obsr20528	S6990299	Incidental	P20	EBIRD				1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS99819587	2016-08-11 08:59:06	30329	species	House Sparrow	Passer domesticus			X				Turkey	TR	Adana	TR-01							Incirlik AFB	L1006543	P	36.9976515	35.4316163	1985-03-05		obsr20528	S6990302	Incidental	P20	EBIRD				1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS99820139	2016-08-11 08:59:06	30329	species	House Sparrow	Passer domesticus			X				Turkey	TR	Adana	TR-01							Incirlik AFB	L1006543	P	36.9976515	35.4316163	1985-03-06		obsr20528	S6990345	Incidental	P20	EBIRD				1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS99819568	2016-08-11 08:59:06	30329	species	House Sparrow	Passer domesticus			X				Turkey	TR	Adana	TR-01							Incirlik AFB	L1006543	P	36.9976515	35.4316163	1985-03-04		obsr20528	S6990299	Incidental	P20	EBIRD				1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS99819019	2011-02-09 13:06:12	30329	species	House Sparrow	Passer domesticus			X				Turkey	TR	Adana	TR-01							Incirlik AFB	L1006543	P	36.9976515	35.4316163	1985-03-01		obsr20528	S6990266	Incidental	P20	EBIRD				1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS99819029	2011-02-09 13:06:12	30329	species	House Sparrow	Passer domesticus			X				Turkey	TR	Adana	TR-01							Incirlik AFB	L1006543	P	36.9976515	35.4316163	1985-03-02		obsr20528	S6990268	Incidental	P20	EBIRD				1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS99820216	2016-08-11 08:59:06	30329	species	House Sparrow	Passer domesticus			X				Turkey	TR	Adana	TR-01							Incirlik AFB	L1006543	P	36.9976515	35.4316163	1985-03-07		obsr20528	S6990356	Incidental	P20	EBIRD				1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS99819212	2016-08-11 08:59:06	30329	species	House Sparrow	Passer domesticus			X				Turkey	TR	Adana	TR-01							Incirlik AFB	L1006543	P	36.9976515	35.4316163	1985-03-03		obsr20528	S6990283	Incidental	P20	EBIRD				1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS99820289	2011-02-09 13:06:12	30329	species	House Sparrow	Passer domesticus			X				Turkey	TR	Adana	TR-01							Incirlik AFB	L1006543	P	36.9976515	35.4316163	1985-03-08		obsr20528	S6990362	Incidental	P20	EBIRD				1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS99819207	2016-08-11 08:59:06	5627	species	Northern Lapwing	Vanellus vanellus			X				Turkey	TR	Adana	TR-01							Incirlik AFB	L1006543	P	36.9976515	35.4316163	1985-03-03		obsr20528	S6990283	Incidental	P20	EBIRD				1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS99820134	2016-08-11 08:59:06	5627	species	Northern Lapwing	Vanellus vanellus			X				Turkey	TR	Adana	TR-01							Incirlik AFB	L1006543	P	36.9976515	35.4316163	1985-03-06		obsr20528	S6990345	Incidental	P20	EBIRD				1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS99820334	2011-02-09 13:06:12	5627	species	Northern Lapwing	Vanellus vanellus			X				Turkey	TR	Adana	TR-01							Incirlik AFB	L1006543	P	36.9976515	35.4316163	1985-03-09		obsr20528	S6990367	Incidental	P20	EBIRD				1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS99819214	2016-08-11 08:59:06	27351	species	Redwing	Turdus iliacus			X				Turkey	TR	Adana	TR-01							Incirlik AFB	L1006543	P	36.9976515	35.4316163	1985-03-03		obsr20528	S6990283	Incidental	P20	EBIRD				1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS99819020	2011-02-09 13:06:12	27351	species	Redwing	Turdus iliacus			X				Turkey	TR	Adana	TR-01							Incirlik AFB	L1006543	P	36.9976515	35.4316163	1985-03-01		obsr20528	S6990266	Incidental	P20	EBIRD				1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS99819569	2016-08-11 08:59:06	27351	species	Redwing	Turdus iliacus			X				Turkey	TR	Adana	TR-01							Incirlik AFB	L1006543	P	36.9976515	35.4316163	1985-03-04		obsr20528	S6990299	Incidental	P20	EBIRD				1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS99820143	2016-08-11 08:59:06	1798	species	Rock Pigeon	Columba livia			X				Turkey	TR	Adana	TR-01							Incirlik AFB	L1006543	P	36.9976515	35.4316163	1985-03-06		obsr20528	S6990345	Incidental	P20	EBIRD				1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS99819571	2016-08-11 08:59:06	1798	species	Rock Pigeon	Columba livia			X				Turkey	TR	Adana	TR-01							Incirlik AFB	L1006543	P	36.9976515	35.4316163	1985-03-04		obsr20528	S6990299	Incidental	P20	EBIRD				1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS99819206	2016-08-11 08:59:06	21778	species	Eurasian Skylark	Alauda arvensis			X				Turkey	TR	Adana	TR-01							Incirlik AFB	L1006543	P	36.9976515	35.4316163	1985-03-03		obsr20528	S6990283	Incidental	P20	EBIRD				1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS381621343	2020-03-16 14:23:30	5815	species	Slender-billed Curlew	Numenius tenuirostris			1				Turkey	TR	Adana	TR-01							Akyatan Gölü - Genel	L2389407	H	36.6256450	35.2708054	1985-03-04		obsr727034	S28193129	Historical	P62	EBIRD_TUR				1	0		0	1	1		Historic Slender-billed Curlew data from SBC database.. Start time (00:00) and no duration listed; start time deleted.	Verified	
URN:CornellLabOfOrnithology:EBIRD:OBS99820138	2016-08-11 08:59:06	27336	species	Song Thrush	Turdus philomelos			X				Turkey	TR	Adana	TR-01							Incirlik AFB	L1006543	P	36.9976515	35.4316163	1985-03-06		obsr20528	S6990345	Incidental	P20	EBIRD				1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS99819211	2016-08-11 08:59:06	27336	species	Song Thrush	Turdus philomelos			X				Turkey	TR	Adana	TR-01							Incirlik AFB	L1006543	P	36.9976515	35.4316163	1985-03-03		obsr20528	S6990283	Incidental	P20	EBIRD				1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS99819586	2016-08-11 08:59:06	27336	species	Song Thrush	Turdus philomelos			X				Turkey	TR	Adana	TR-01							Incirlik AFB	L1006543	P	36.9976515	35.4316163	1985-03-05		obsr20528	S6990302	Incidental	P20	EBIRD				1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS99819018	2011-02-09 13:06:12	27336	species	Song Thrush	Turdus philomelos			X				Turkey	TR	Adana	TR-01							Incirlik AFB	L1006543	P	36.9976515	35.4316163	1985-03-01		obsr20528	S6990266	Incidental	P20	EBIRD				1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS99820333	2011-02-09 13:06:12	30509	species	White Wagtail	Motacilla alba			X				Turkey	TR	Adana	TR-01							Incirlik AFB	L1006543	P	36.9976515	35.4316163	1985-03-09		obsr20528	S6990367	Incidental	P20	EBIRD				1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS99820142	2016-08-11 08:59:06	30509	species	White Wagtail	Motacilla alba			X				Turkey	TR	Adana	TR-01							Incirlik AFB	L1006543	P	36.9976515	35.4316163	1985-03-06		obsr20528	S6990345	Incidental	P20	EBIRD				1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS99819021	2011-02-09 13:06:12	30509	species	White Wagtail	Motacilla alba			X				Turkey	TR	Adana	TR-01							Incirlik AFB	L1006543	P	36.9976515	35.4316163	1985-03-01		obsr20528	S6990266	Incidental	P20	EBIRD				1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS99819590	2016-08-11 08:59:06	30509	species	White Wagtail	Motacilla alba			X				Turkey	TR	Adana	TR-01							Incirlik AFB	L1006543	P	36.9976515	35.4316163	1985-03-05		obsr20528	S6990302	Incidental	P20	EBIRD				1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS99819570	2016-08-11 08:59:06	30509	species	White Wagtail	Motacilla alba			X				Turkey	TR	Adana	TR-01							Incirlik AFB	L1006543	P	36.9976515	35.4316163	1985-03-04		obsr20528	S6990299	Incidental	P20	EBIRD				1	1		0	1	0				
